idx,model,dataset,is_correct,word_count,wait_count,token_diversity,token_diversity_last_2k,has_boxed_answer,gibberish_count,repeated_char_count
0,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,21287,3382,0.019025696434443556,0.005,False,33,0
1,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1385,6,0.2563176895306859,0.2563176895306859,True,1,0
2,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2168,49,0.20064575645756458,0.2065,True,2,0
3,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,24444,991,0.031173294059892,0.0235,False,11,0
4,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2878,119,0.1108408617095205,0.1205,True,1,0
5,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,25225,1711,0.01554013875123885,0.0345,False,3,0
6,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,15163,543,0.061399459209918884,0.004,False,5,0
7,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,16148,3043,0.03083973247460986,0.014,False,287,2
8,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,16056,3813,0.03195067264573991,0.0005,False,5,0
9,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,10420,284,0.07226487523992323,0.092,True,4,1
10,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,14553,722,0.035181749467463753,0.0005,False,4,1
11,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1665,34,0.3075075075075075,0.3075075075075075,True,1,0
12,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2424,113,0.25742574257425743,0.268,True,6,0
13,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2687,28,0.13025679196129514,0.1295,True,5,1
14,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,1532,46,0.2447780678851175,0.2447780678851175,False,3,35
15,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,735,2,0.34829931972789113,0.34829931972789113,True,1,0
16,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,11420,1396,0.0276707530647986,0.024,False,1,4
17,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,13382,553,0.04020325810790614,0.032,False,4,0
18,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,16143,119,0.022486526667905595,0.017,False,3,0
19,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,4673,72,0.1123475283543762,0.153,True,2,0
20,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,16700,33,0.0281437125748503,0.037,False,6,112
21,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,4117,118,0.17099829973281516,0.2115,True,8,0
22,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,4385,147,0.14572405929304447,0.1645,True,4,0
23,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,16815,222,0.033184656556645854,0.017,False,1,0
24,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,20578,740,0.02920594809991253,0.001,False,1,0
25,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,9341,889,0.03404346429718445,0.0095,False,2,1
26,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,16111,2339,0.03568990130966421,0.0085,False,6,0
27,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,19962,2417,0.030207394048692517,0.0065,False,21,0
28,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,4099,51,0.16174676750426933,0.229,True,3,0
29,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,494,4,0.4311740890688259,0.4311740890688259,True,2,0
30,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,14973,1761,0.0464168837240366,0.0075,False,8,0
31,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,2199,37,0.18917689859026832,0.1915,True,3,0
32,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,7046,1265,0.07436843599205223,0.0035,False,6,0
33,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,22020,1305,0.02329700272479564,0.011,False,6,0
34,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,15749,3486,0.01841386754714585,0.0025,False,2,4
35,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,14222,421,0.04879763746308536,0.0105,False,3,0
36,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1656,30,0.24516908212560387,0.24516908212560387,True,1,0
37,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,19749,311,0.033824497442908504,0.016,False,10,4
38,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,22212,3446,0.013866378534125697,0.003,False,310,0
39,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,17086,2478,0.033711810839283624,0.0005,False,19,0
40,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,3723,138,0.09642761214074672,0.1175,True,15,0
41,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,11117,1060,0.053431681208959254,0.0175,False,3,47
42,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,21574,1278,0.014137387596180587,0.0255,False,1,1
43,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,22953,746,0.03289330370757635,0.025,False,1,0
44,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,1745,23,0.22808022922636104,0.22808022922636104,True,9,0
45,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,True,18038,1224,0.03542521343829693,0.072,True,4,0
46,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,24781,49,0.011662160526209596,0.0035,False,5,1
47,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,19068,731,0.03319697923222152,0.015,False,4,0
48,DeepSeek-R1-Distill-Qwen-1.5B-awq-w3g128-tp1,MATH-500,False,7393,127,0.4638171243067767,0.533,False,2,0
